# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
C18H9.3	WBGene00016002	C18H9.3e.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C18H9.5	WBGene00016003	C18H9.5.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C18H9.9	WBGene00197105	C18H9.9	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C23H3.5	WBGene00016021	C23H3.5.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C23H5.8	WBGene00016027	C23H5.8a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C23H5.8	WBGene00016027	C23H5.8b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C23H5.8	WBGene00016027	C23H5.8b.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C23H5.8	WBGene00016027	C23H5.8c.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C23H5.8	WBGene00016027	C23H5.8d.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C24A11.2	WBGene00016041	C24A11.2.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
C24A3.1	WBGene00016032	C24A3.1.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C24A8.10	WBGene00198116	C24A8.10	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C24A8.11	WBGene00198177	C24A8.11	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C24A8.7	WBGene00195487	C24A8.7	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C24A8.8	WBGene00196550	C24A8.8	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C24A8.9	WBGene00197161	C24A8.9	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C24D10.2	WBGene00016054	C24D10.2.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C24D10.2	WBGene00016054	C24D10.2.2	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C24D10.3	WBGene00023243	C24D10.3	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C24D10.4	WBGene00016055	C24D10.4.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C24D10.47	WBGene00198105	C24D10.47	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C24D10.6	WBGene00016057	C24D10.6.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C25A1.16	WBGene00077526	C25A1.16a.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C25A1.16	WBGene00077526	C25A1.16a.2	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C25A1.16	WBGene00077526	C25A1.16b	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C25A1.17	WBGene00077527	C25A1.17	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C25A1.20	WBGene00303030	C25A1.20.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C25A8.1	WBGene00016082	C25A8.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C25A8.2	WBGene00016083	C25A8.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C25A8.5	WBGene00016085	C25A8.5.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C25G4.7	WBGene00007734	C25G4.7a	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C25G4.7	WBGene00007734	C25G4.7b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C25G4.7	WBGene00007734	C25G4.7c	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C25G4.7	WBGene00007734	C25G4.7d	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C25G4.7	WBGene00007734	C25G4.7e	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C25G4.7	WBGene00007734	C25G4.7f	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C25G4.7	WBGene00007734	C25G4.7g	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C25G4.8	WBGene00007735	C25G4.8.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C25G6.1	WBGene00016107	C25G6.1.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C25G6.3	WBGene00016108	C25G6.3.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H3.11	WBGene00016120	C25H3.11a.1	protein_coding	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H3.11	WBGene00016120	C25H3.11b.1	protein_coding	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H3.11	WBGene00016120	C25H3.11c.1	protein_coding	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H3.11	WBGene00016120	C25H3.11d.1	protein_coding	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C25H3.15	WBGene00044391	C25H3.15.1	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
C25H3.16	WBGene00044392	C25H3.16.1	protein_coding	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
C25H3.16	WBGene00044392	C25H3.16.2	protein_coding	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
C25H3.17	WBGene00194642	C25H3.17.1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
C25H3.7	WBGene00016116	C25H3.7a.1	protein_coding	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
C25H3.7	WBGene00016116	C25H3.7b	lincRNA	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
C26D10.4	WBGene00007745	C26D10.4.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C26D10.7	WBGene00023420	C26D10.7.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C26D10.8	WBGene00198915	C26D10.8	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C26E1.1	WBGene00007747	C26E1.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C26E1.2	WBGene00007748	C26E1.2b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C26E1.4	WBGene00195551	C26E1.4	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C26E1.5	WBGene00196836	C26E1.5	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C26F1.13	WBGene00196181	C26F1.13	lincRNA	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
C26F1.14	WBGene00201465	C26F1.14	lincRNA	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
C26F1.3	WBGene00016148	C26F1.3.1	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
C26G2.10	WBGene00201518	C26G2.10	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C26G2.7	WBGene00200097	C26G2.7	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C26G2.t1	WBGene00014265	C26G2.t1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C27A12.12	WBGene00202331	C27A12.12	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C27A12.9	WBGene00016159	C27A12.9.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C27A12.t1	WBGene00022946	C27A12.t1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C27A2.10	WBGene00196833	C27A2.10	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C27A2.12	WBGene00206373	C27A2.12.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C27A2.8	WBGene00044387	C27A2.8.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C27A2.t1	WBGene00022945	C27A2.t1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C27B7.2	WBGene00007760	C27B7.2.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
C27B7.5	WBGene00007762	C27B7.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C27B7.6	WBGene00007763	C27B7.6.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C27B7.7	WBGene00007764	C27B7.7a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C27B7.7	WBGene00007764	C27B7.7b	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C27B7.9	WBGene00007765	C27B7.9.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C27C7.1	WBGene00007766	C27C7.1.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C27D8.1	WBGene00007777	C27D8.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C27D8.2	WBGene00007778	C27D8.2.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C27D8.3	WBGene00007779	C27D8.3a.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
C27D8.3	WBGene00007779	C27D8.3b.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
C27D8.4	WBGene00007780	C27D8.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C27D9.1	WBGene00016163	C27D9.1.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C27D9.2	WBGene00016164	C27D9.2.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C27H5.2	WBGene00016172	C27H5.2a.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
C27H5.2	WBGene00016172	C27H5.2b.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
C27H5.2	WBGene00016172	C27H5.2c.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
C27H5.2	WBGene00016172	C27H5.2d.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
C27H6.8	WBGene00007787	C27H6.8.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C27H6.9	WBGene00077500	C27H6.9.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C28A5.1	WBGene00007788	C28A5.1.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C28A5.10	WBGene00199870	C28A5.10	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C28A5.6	WBGene00007791	C28A5.6.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C28A5.7	WBGene00014266	C28A5.7	snRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C28A5.9	WBGene00199868	C28A5.9	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C28A5.t3	WBGene00014269	C28A5.t3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C28C12.12	WBGene00016182	C28C12.12.1	protein_coding	2	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
C28C12.3	WBGene00016179	C28C12.3.1	protein_coding	0	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
C28C12.4	WBGene00016180	C28C12.4.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C28D4.10	WBGene00007796	C28D4.10a.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C28D4.10	WBGene00007796	C28D4.10b.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C28D4.17	WBGene00219837	C28D4.17	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C28D4.18	WBGene00303043	C28D4.18.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C28D4.4	WBGene00007792	C28D4.4.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C28D4.7	WBGene00007794	C28D4.7.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C28G1.11	WBGene00271652	C28G1.11	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C28G1.5	WBGene00016190	C28G1.5a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C28G1.5	WBGene00016190	C28G1.5b.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C28G1.6	WBGene00016191	C28G1.6.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C28H8.2	WBGene00016193	C28H8.2.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C28H8.5	WBGene00016196	C28H8.5a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C28H8.5	WBGene00016196	C28H8.5b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C28H8.5	WBGene00016196	C28H8.5b.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C28H8.7	WBGene00016198	C28H8.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C28H8.8	WBGene00016199	C28H8.8.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C29A12.1	WBGene00007797	C29A12.1.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C29A12.10	WBGene00197081	C29A12.10	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C29A12.17	WBGene00200123	C29A12.17	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C29A12.18	WBGene00200734	C29A12.18	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C29A12.2	WBGene00007798	C29A12.2	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C29A12.22	WBGene00206498	C29A12.22.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C29A12.6	WBGene00007800	C29A12.6a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C29A12.6	WBGene00007800	C29A12.6b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C29E4.10	WBGene00016207	C29E4.10.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C29E4.13	WBGene00043051	C29E4.13a.1	protein_coding	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
C29E4.13	WBGene00043051	C29E4.13b.1	protein_coding	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
C29E4.13	WBGene00043051	C29E4.13c.1	protein_coding	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
C29E4.13	WBGene00043051	C29E4.13c.2	protein_coding	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
C29E4.13	WBGene00043051	C29E4.13c.3	protein_coding	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
C29E4.13	WBGene00043051	C29E4.13c.4	protein_coding	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
C29E4.17	WBGene00194730	C29E4.17.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C29F7.1	WBGene00007810	C29F7.1.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C29F7.10	WBGene00206389	C29F7.10a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C29F7.10	WBGene00206389	C29F7.10b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C29F7.11	WBGene00206531	C29F7.11	lincRNA	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
C29F7.2	WBGene00007811	C29F7.2a.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C29F7.2	WBGene00007811	C29F7.2b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C29F7.8	WBGene00044405	C29F7.8	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C29F7.9	WBGene00200568	C29F7.9	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C29F7.t1	WBGene00014271	C29F7.t1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C29F7.t3	WBGene00014273	C29F7.t3	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C30A5.4	WBGene00016239	C30A5.4.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C30C11.14	WBGene00219841	C30C11.14	lincRNA	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
C30C11.7	WBGene00196858	C30C11.7	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C30C11.8	WBGene00197184	C30C11.8	lincRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C30E1.9	WBGene00022951	C30E1.9a	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C30E1.9	WBGene00022951	C30E1.9b	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C30E1.9	WBGene00022951	C30E1.9c	lincRNA	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
C30F12.2	WBGene00016261	C30F12.2.1	protein_coding	1	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
C30F12.2	WBGene00016261	C30F12.2.2	protein_coding	1	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
C30F12.3	WBGene00016262	C30F12.3.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
C30F12.4	WBGene00016263	C30F12.4.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
C30F12.5	WBGene00016264	C30F12.5a.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
C30F12.5	WBGene00016264	C30F12.5b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C30F12.9	WBGene00198651	C30F12.9	lincRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C30F8.6	WBGene00196879	C30F8.6	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C30G12.2	WBGene00016274	C30G12.2.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C30G12.6	WBGene00016277	C30G12.6a.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C30G12.6	WBGene00016277	C30G12.6b.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4c.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4d.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4e.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4f.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4g.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4h.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4i.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4j.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4j.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4k.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4l.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4l.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4m.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4n.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4n.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4o.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4p.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4p.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4q.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4q.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4q.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4r.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4r.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4r.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4s.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4s.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4s.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C30G4.4	WBGene00016269	C30G4.4s.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
