# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
F10E7.1	WBGene00017343	F10E7.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F10E7.11	WBGene00017352	F10E7.11.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F10E7.12	WBGene00195030	F10E7.12	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F10E7.2	WBGene00017344	F10E7.2.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F10E7.3	WBGene00017345	F10E7.3	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F10E7.5	WBGene00017347	F10E7.5.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F10E7.5	WBGene00017347	F10E7.5.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F10E7.6	WBGene00017348	F10E7.6.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F10E7.9	WBGene00017350	F10E7.9.1	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
F10E9.1	WBGene00017353	F10E9.1.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F10E9.10	WBGene00017359	F10E9.10.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F10E9.11	WBGene00017360	F10E9.11.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F10E9.12	WBGene00017361	F10E9.12.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F10E9.2	WBGene00017354	F10E9.2.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F10E9.3	WBGene00017355	F10E9.3.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F10E9.7	WBGene00017358	F10E9.7.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
F10G7.10	WBGene00017373	F10G7.10a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F10G7.10	WBGene00017373	F10G7.10b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F10G7.9	WBGene00017372	F10G7.9a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F10G7.9	WBGene00017372	F10G7.9a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F10G7.9	WBGene00017372	F10G7.9b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F10G8.8	WBGene00008666	F10G8.8a.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
F10G8.8	WBGene00008666	F10G8.8b.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
F10G8.9	WBGene00008667	F10G8.9a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F10G8.9	WBGene00008667	F10G8.9b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F11A10.5	WBGene00008686	F11A10.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F11A10.6	WBGene00008687	F11A10.6a.1	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
F11A10.6	WBGene00008687	F11A10.6a.2	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
F11A10.6	WBGene00008687	F11A10.6b.1	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
F11A10.6	WBGene00008687	F11A10.6b.2	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
F11A10.9	WBGene00045153	F11A10.9	snoRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
F11C7.9	WBGene00198620	F11C7.9	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
F11E6.19	WBGene00195804	F11E6.19	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
F11E6.9	WBGene00008712	F11E6.9.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
F11F1.1	WBGene00008714	F11F1.1a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F11F1.1	WBGene00008714	F11F1.1b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F11G11.4	WBGene00017384	F11G11.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F11G11.5	WBGene00017385	F11G11.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F11G11.5	WBGene00017385	F11G11.5.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F12F6.1	WBGene00008720	F12F6.1.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F12F6.13	WBGene00195921	F12F6.13	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F12F6.14	WBGene00196989	F12F6.14	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F12F6.20	WBGene00219891	F12F6.20	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F12F6.7	WBGene00008722	F12F6.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F12F6.7	WBGene00008722	F12F6.7.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F12F6.8	WBGene00008723	F12F6.8	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F13A7.1	WBGene00008724	F13A7.1.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F13A7.11	WBGene00008726	F13A7.11.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F13A7.12	WBGene00008727	F13A7.12.1	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
F13A7.14	WBGene00045357	F13A7.14.1	protein_coding	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
F13B12.1	WBGene00008729	F13B12.1.1	protein_coding	2	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
F13B12.12	WBGene00195626	F13B12.12	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
F13B12.13	WBGene00196336	F13B12.13	lincRNA	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
F13B12.15	WBGene00219215	F13B12.15	lincRNA	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
F13B12.2	WBGene00008730	F13B12.2.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
F13B12.6	WBGene00008733	F13B12.6.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
F13D12.11	WBGene00195700	F13D12.11	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F13D12.6	WBGene00008741	F13D12.6.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F13D12.6	WBGene00008741	F13D12.6.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F13E9.1	WBGene00008750	F13E9.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F13E9.11	WBGene00008760	F13E9.11a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F13E9.11	WBGene00008760	F13E9.11b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F13G3.15	WBGene00303055	F13G3.15.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F13G3.6	WBGene00008766	F13G3.6.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F13G3.7	WBGene00008767	F13G3.7a.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F13G3.7	WBGene00008767	F13G3.7b.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F13G3.7	WBGene00008767	F13G3.7b.2	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F13H8.1	WBGene00017434	F13H8.1a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F13H8.1	WBGene00017434	F13H8.1b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F13H8.13	WBGene00196748	F13H8.13	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F13H8.14	WBGene00199174	F13H8.14	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F13H8.2	WBGene00017435	F13H8.2.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F13H8.9	WBGene00017442	F13H8.9.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F14H12.2	WBGene00017470	F14H12.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F14H12.3	WBGene00017471	F14H12.3.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F14H12.9	WBGene00195732	F14H12.9	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F14H3.3	WBGene00008822	F14H3.3.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
F14H3.3	WBGene00008822	F14H3.3.2	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
F14H3.4	WBGene00008823	F14H3.4.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F14H3.5	WBGene00008824	F14H3.5.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F14H3.6	WBGene00008825	F14H3.6.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F15A2.13	WBGene00201204	F15A2.13	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F15A4.5	WBGene00008840	F15A4.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F15A4.6	WBGene00008841	F15A4.6.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F15D4.2	WBGene00008859	F15D4.2.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
F15D4.4	WBGene00008861	F15D4.4.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F16A11.1	WBGene00008876	F16A11.1a.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
F16A11.1	WBGene00008876	F16A11.1b.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
F16A11.5	WBGene00023472	F16A11.5a	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F16A11.5	WBGene00023472	F16A11.5b	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F16D3.6	WBGene00008889	F16D3.6.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F17A9.2	WBGene00017534	F17A9.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F17A9.4	WBGene00017536	F17A9.4.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F17A9.5	WBGene00017537	F17A9.5.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F17A9.7	WBGene00201125	F17A9.7	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F17C11.14	WBGene00045151	F17C11.14	snoRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
F17C11.15	WBGene00045367	F17C11.15	snoRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
F17C11.20	WBGene00195064	F17C11.20a		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
F17C11.20	WBGene00195064	F17C11.20b		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
F17C11.20	WBGene00195064	F17C11.20c		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
F17C11.22	WBGene00219325	F17C11.22.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
F17C8.10	WBGene00195747	F17C8.10	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F17C8.3	WBGene00008910	F17C8.3.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F17C8.7	WBGene00008912	F17C8.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F17C8.9	WBGene00185014	F17C8.9.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
F17E9.2	WBGene00017539	F17E9.2.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F18A1.1	WBGene00017545	F18A1.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F18A1.10	WBGene00199206	F18A1.10	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F18A1.7	WBGene00017548	F18A1.7.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
F18A11.5	WBGene00008932	F18A11.5a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F18A11.5	WBGene00008932	F18A11.5a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F18A11.5	WBGene00008932	F18A11.5b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F18A11.6	WBGene00008933	F18A11.6	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F18A11.7	WBGene00044057	F18A11.7	pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F18H3.1	WBGene00008939	F18H3.1.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F18H3.4	WBGene00008940	F18H3.4.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F18H3.6	WBGene00199835	F18H3.6	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F18H3.7	WBGene00219903	F18H3.7	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F19B10.2	WBGene00017584	F19B10.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F19B2.5	WBGene00008944	F19B2.5.1	protein_coding	1	1	0	9	1	0	1	0	0	2	1	6	0	0	0	0	1	0	0	0	0	0
F19B2.5	WBGene00008944	F19B2.5.2	protein_coding	1	1	0	9	1	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	6
F19B2.6	WBGene00008945	F19B2.6.1	protein_coding	0	0	0	11	1	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0
F19B2.7	WBGene00008946	F19B2.7.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F19F10.1	WBGene00017598	F19F10.1.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F19F10.1	WBGene00017598	F19F10.1.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F19F10.11	WBGene00017607	F19F10.11a.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
F19F10.11	WBGene00017607	F19F10.11b.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
F19F10.12	WBGene00017608	F19F10.12.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F19F10.13	WBGene00219905	F19F10.13	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F19F10.9	WBGene00017605	F19F10.9.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F20C5.10	WBGene00219908	F20C5.10	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F20C5.11	WBGene00303015	F20C5.11.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F20C5.7	WBGene00008972	F20C5.7.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
F20D12.2	WBGene00017642	F20D12.2.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F20D12.2	WBGene00017642	F20D12.2.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F20D6.2	WBGene00017634	F20D6.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F20D6.9	WBGene00017638	F20D6.9.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F20G2.1	WBGene00008985	F20G2.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F20G2.2	WBGene00008986	F20G2.2.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
F20G2.7	WBGene00044920	F20G2.7	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F20G2.9	WBGene00195065	F20G2.9		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F21A3.10	WBGene00199808	F21A3.10	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F21A3.t2	WBGene00014342	F21A3.t2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F21C10.10	WBGene00017659	F21C10.10.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
F21C10.10	WBGene00017659	F21C10.10.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
F21C10.9	WBGene00017658	F21C10.9.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
F21C10.9	WBGene00017658	F21C10.9.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F21C3.10	WBGene00202365	F21C3.10	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F21C3.6	WBGene00009005	F21C3.6.1	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
F21C3.7	WBGene00077548	F21C3.7.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
F21C3.t1	WBGene00014343	F21C3.t1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
F21D5.1	WBGene00009006	F21D5.1.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F21D5.3	WBGene00009008	F21D5.3a.1	protein_coding	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
F21D5.3	WBGene00009008	F21D5.3a.2	protein_coding	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
F21D5.3	WBGene00009008	F21D5.3b.1	protein_coding	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
F21D5.3	WBGene00009008	F21D5.3c.1	protein_coding	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
F21D5.3	WBGene00009008	F21D5.3c.2	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
F21D5.4	WBGene00009009	F21D5.4.1	protein_coding	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
F21D5.5	WBGene00009010	F21D5.5.1	protein_coding	1	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2
F21D5.6	WBGene00009011	F21D5.6.1	protein_coding	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
F21D5.7	WBGene00009012	F21D5.7.1	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
F21E9.6	WBGene00017670	F21E9.6	pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F21F3.4	WBGene00017674	F21F3.4.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
F21F3.6	WBGene00017675	F21F3.6.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F21F8.5	WBGene00017679	F21F8.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F21F8.6	WBGene00017680	F21F8.6	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F21G4.1	WBGene00009023	F21G4.1.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F21G4.1	WBGene00009023	F21G4.1.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F21G4.5	WBGene00009026	F21G4.5.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F21G4.6	WBGene00009027	F21G4.6.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F21H12.2	WBGene00017684	F21H12.2	pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F21H12.7	WBGene00044287	F21H12.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F21H7.17	WBGene00197290	F21H7.17	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
F22B3.18	WBGene00200621	F22B3.18	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F22B3.19	WBGene00201441	F22B3.19	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F22B3.20	WBGene00202103	F22B3.20	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F22B5.10	WBGene00009045	F22B5.10.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F22D3.4	WBGene00017700	F22D3.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F22D3.7	WBGene00196003	F22D3.7	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F22D3.8	WBGene00198605	F22D3.8	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F22D6.14	WBGene00009055	F22D6.14	pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F22D6.15	WBGene00009056	F22D6.15.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F22D6.17	WBGene00077767	F22D6.17	pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F22D6.18	WBGene00197772	F22D6.18	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F22D6.2	WBGene00009050	F22D6.2.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
