# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
M57.2	WBGene00019778	M57.2a.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M57.2	WBGene00019778	M57.2b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M7.10	WBGene00010886	M7.10.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M7.12	WBGene00010887	M7.12.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M7.14	WBGene00200791	M7.14	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M7.15	WBGene00220032	M7.15	snoRNA	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
M7.7	WBGene00010883	M7.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M7.8	WBGene00010884	M7.8.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M7.9	WBGene00010885	M7.9.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M88.10	WBGene00198216	M88.10	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M88.11	WBGene00198404	M88.11	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M88.3	WBGene00010906	M88.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M88.4	WBGene00010907	M88.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M88.9	WBGene00195340	M88.9	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MTCE.1	WBGene00014450	MTCE.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
MTCE.10	WBGene00014457	MTCE.10	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
MTCE.13	WBGene00014458	MTCE.13	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
MTCE.14	WBGene00014459	MTCE.14	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
MTCE.15	WBGene00014460	MTCE.15	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
MTCE.17	WBGene00014461	MTCE.17	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4
MTCE.18	WBGene00014462	MTCE.18	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4
MTCE.19	WBGene00014463	MTCE.19	protein_coding	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4
MTCE.2	WBGene00014451	MTCE.2	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
MTCE.20	WBGene00014464	MTCE.20	protein_coding	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4
MTCE.22	WBGene00014465	MTCE.22	protein_coding	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
MTCE.24	WBGene00014466	MTCE.24	protein_coding	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7
MTCE.27	WBGene00014467	MTCE.27	protein_coding	0	0	1	8	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	6
MTCE.28	WBGene00014468	MTCE.28	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7
MTCE.29	WBGene00014469	MTCE.29	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7
MTCE.30	WBGene00014470	MTCE.30	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7
MTCE.32	WBGene00014471	MTCE.32	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
MTCE.33	WBGene00014472	MTCE.33	rRNA	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
MTCE.36	WBGene00014473	MTCE.36	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MTCE.5	WBGene00014452	MTCE.5	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
MTCE.6	WBGene00014453	MTCE.6	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
MTCE.7	WBGene00014454	MTCE.7	rRNA	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
MTCE.8	WBGene00014455	MTCE.8	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
MTCE.9	WBGene00014456	MTCE.9	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
PAR2.5	WBGene00195778	PAR2.5	lincRNA	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
R01B10.4	WBGene00019806	R01B10.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R01B10.6	WBGene00019808	R01B10.6.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R01B10.7	WBGene00196192	R01B10.7	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R01E6.12	WBGene00197705	R01E6.12	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R01E6.13	WBGene00198500	R01E6.13	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R01E6.17	WBGene00200175	R01E6.17	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R01E6.19	WBGene00201881	R01E6.19	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R01E6.2	WBGene00010968	R01E6.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R01E6.7	WBGene00010971	R01E6.7.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
R01E6.9	WBGene00196125	R01E6.9	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R01H10.7	WBGene00010975	R01H10.7.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
R02D3.7	WBGene00019824	R02D3.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R02D3.8	WBGene00019825	R02D3.8.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R02E12.9	WBGene00196410	R02E12.9	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R02F11.4	WBGene00019842	R02F11.4.1	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
R02F2.4	WBGene00019833	R02F2.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R02F2.4	WBGene00019833	R02F2.4.2	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
R02F2.5	WBGene00019834	R02F2.5.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R02F2.7	WBGene00019836	R02F2.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R02F2.7	WBGene00019836	R02F2.7.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R03D7.10	WBGene00195945	R03D7.10	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R03D7.11	WBGene00197082	R03D7.11	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R03D7.12	WBGene00198107	R03D7.12	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R03D7.14	WBGene00201186	R03D7.14	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R03D7.15	WBGene00219205	R03D7.15.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R03D7.3	WBGene00014814	R03D7.3	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R03D7.5	WBGene00010991	R03D7.5a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R03D7.5	WBGene00010991	R03D7.5b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R03D7.8	WBGene00010992	R03D7.8.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R03D7.9	WBGene00195505	R03D7.9	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R03E1.5	WBGene00199804	R03E1.5	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R03E1.t1	WBGene00014475	R03E1.t1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R03E1.t2	WBGene00014476	R03E1.t2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R04A9.3	WBGene00019863	R04A9.3.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R04B5.10	WBGene00011007	R04B5.10	pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R04B5.11	WBGene00011008	R04B5.11.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R04B5.7	WBGene00011005	R04B5.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R04E5.8	WBGene00019871	R04E5.8a.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
R04E5.8	WBGene00019871	R04E5.8a.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
R04E5.8	WBGene00019871	R04E5.8b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
R04E5.9	WBGene00019872	R04E5.9.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
R04F11.2	WBGene00011015	R04F11.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R04F11.2	WBGene00011015	R04F11.2.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R04F11.2	WBGene00011015	R04F11.2.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R04F11.20	WBGene00198862	R04F11.20	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R04F11.22	WBGene00199879	R04F11.22	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R04F11.24	WBGene00200837	R04F11.24	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R04F11.3	WBGene00011016	R04F11.3.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R04F11.5	WBGene00011017	R04F11.5.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R05D11.5	WBGene00011033	R05D11.5.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R05D11.9	WBGene00011037	R05D11.9.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
R05D3.12	WBGene00019884	R05D3.12a.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
R05D3.12	WBGene00019884	R05D3.12b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
R05D3.12	WBGene00019884	R05D3.12c.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
R05D3.12	WBGene00019884	R05D3.12d.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
R05D3.12	WBGene00019884	R05D3.12d.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
R05D3.13	WBGene00196470	R05D3.13	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R05D3.2	WBGene00019877	R05D3.2.1	protein_coding	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
R05D3.9	WBGene00019882	R05D3.9.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R05D7.5	WBGene00011030	R05D7.5a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R05D7.5	WBGene00011030	R05D7.5b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R05D7.5	WBGene00011030	R05D7.5c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R05G6.10	WBGene00019902	R05G6.10a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R05G6.10	WBGene00019902	R05G6.10b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R05G6.10	WBGene00019902	R05G6.10c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
R05G6.10	WBGene00019902	R05G6.10d.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
R05G6.10	WBGene00019902	R05G6.10e.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
R05G6.3	WBGene00043466	R05G6.3.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R05G9R.1	WBGene00019906	R05G9R.1.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
R05G9R.1	WBGene00019906	R05G9R.1.2	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
R05H10.3	WBGene00011044	R05H10.3a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R05H10.3	WBGene00011044	R05H10.3b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R06B9.5	WBGene00011056	R06B9.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R06C7.12	WBGene00200672	R06C7.12	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R06C7.2	WBGene00011062	R06C7.2.1	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
R06C7.6	WBGene00011065	R06C7.6.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
R06F6.12	WBGene00023418	R06F6.12.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R06F6.13	WBGene00196968	R06F6.13	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R06F6.14	WBGene00269421	R06F6.14.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R06F6.8	WBGene00011071	R06F6.8a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R06F6.8	WBGene00011071	R06F6.8b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R07B1.9	WBGene00011081	R07B1.9.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R07B5.10	WBGene00077498	R07B5.10	pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R07B5.11	WBGene00199744	R07B5.11	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R07B7.20	WBGene00220036	R07B7.20	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R07C12.1	WBGene00019931	R07C12.1.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R07C12.4	WBGene00019934	R07C12.4	pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R07E4.3	WBGene00019937	R07E4.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R07E4.5	WBGene00019938	R07E4.5.1	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
R07E5.1	WBGene00011109	R07E5.1.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
R07E5.15	WBGene00011120	R07E5.15.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
R07E5.17	WBGene00011121	R07E5.17.1	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
R07E5.6	WBGene00011114	R07E5.6.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
R07G3.13	WBGene00199040	R07G3.13	lincRNA	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
R07G3.14	WBGene00200514	R07G3.14	lincRNA	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
R07G3.7	WBGene00019943	R07G3.7a.1	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
R07G3.7	WBGene00019943	R07G3.7b.1	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
R07G3.7	WBGene00019943	R07G3.7b.2	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
R07G3.8	WBGene00019944	R07G3.8.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R08C7.17	WBGene00197297	R08C7.17	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R08D7.7	WBGene00011147	R08D7.7.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R08D7.7	WBGene00011147	R08D7.7.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R08E3.1	WBGene00019957	R08E3.1a.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R08E3.1	WBGene00019957	R08E3.1b.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R08E3.3	WBGene00019959	R08E3.3a.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R08E3.3	WBGene00019959	R08E3.3b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R08E5.1	WBGene00019961	R08E5.1a.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
R08E5.1	WBGene00019961	R08E5.1b.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
R08E5.1	WBGene00019961	R08E5.1b.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
R08E5.3	WBGene00019963	R08E5.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R08E5.4	WBGene00019964	R08E5.4.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R08F11.4	WBGene00019968	R08F11.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R09E12.9	WBGene00044514	R09E12.9.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R09F10.3	WBGene00019987	R09F10.3.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R09H3.2	WBGene00043469	R09H3.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R09H3.3	WBGene00019991	R09H3.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R09H3.3	WBGene00019991	R09H3.3.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R102.11	WBGene00077714	R102.11a.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R102.11	WBGene00077714	R102.11b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R102.4	WBGene00011291	R102.4a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R102.4	WBGene00011291	R102.4a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R102.4	WBGene00011291	R102.4b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R102.4	WBGene00011291	R102.4c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R102.4	WBGene00011291	R102.4c.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R102.4	WBGene00011291	R102.4c.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R102.4	WBGene00011291	R102.4d.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R102.4	WBGene00011291	R102.4d.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R102.4	WBGene00011291	R102.4d.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R102.4	WBGene00011291	R102.4e.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R102.4	WBGene00011291	R102.4e.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R102.4	WBGene00011291	R102.4e.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R102.6	WBGene00011293	R102.6.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R106.6	WBGene00220048	R106.6	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R106.7	WBGene00220049	R106.7	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R106.8	WBGene00271642	R106.8	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
R107.2	WBGene00011298	R107.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R107.5	WBGene00011300	R107.5a.1	protein_coding	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
R107.5	WBGene00011300	R107.5b.1	protein_coding	0	0	0	3	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
R10A10.1	WBGene00019992	R10A10.1.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R10D12.10	WBGene00011191	R10D12.10.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R10D12.13	WBGene00011194	R10D12.13a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R10D12.13	WBGene00011194	R10D12.13b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R10D12.13	WBGene00011194	R10D12.13c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R10D12.13	WBGene00011194	R10D12.13c.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R10D12.18	WBGene00194678	R10D12.18	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R10E11.13	WBGene00220040	R10E11.13	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R10E11.6	WBGene00011218	R10E11.6a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R10E11.6	WBGene00011218	R10E11.6b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R10E4.11	WBGene00011206	R10E4.11a.1	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
R10E4.11	WBGene00011206	R10E4.11b.1	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
R10E4.11	WBGene00011206	R10E4.11c.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
R10E4.3	WBGene00011200	R10E4.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R10E4.6	WBGene00011202	R10E4.6.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
